step,private value,transaction fee,incentive awareness,revenue,probability,miner number
1,13840.0,3954.9785,0.28576434,2857.2747377131045,0.2890509385568383,1
1,2097.0,599.2645,0.2857723,266.35048227773996,0.17783546358269595,1
1,3132.0,895.0292,0.28576922,453.4678446101682,0.2027151358000278,1
1,4675.0,1335.9612,0.2857671,757.3632260918739,0.22682073114202414,1
1,176.0,50.31397,0.2858748,0.05392628087739163,0.0004290554829505732,1
1,2688.0,768.1504,0.28577024,371.15686831979605,0.19332601184351353,1
1,419.0,119.75433,0.28580987,20.441220176028153,0.06830916021222087,1
1,5008.0,1431.1202,0.2857668,825.8791098509371,0.23089373003681027,1
1,1264.0,361.22403,0.2857785,131.11480815804637,0.14523515517519342,1
1,596.0,170.33438,0.28579593,39.94979195182853,0.09385252221073494,1
1,7842.0,2240.9727,0.28576544,1439.4281538818805,0.2569935951996539,1
1,15732.0,4495.6416,0.28576416,3327.561540498055,0.296142346346017,1
1,5104.0,1458.5536,0.28576678,845.7958684699347,0.23201434696364276,1
1,4375.0,1250.2323,0.28576738,696.4376565929997,0.22287661785209478,1
2,3816.0,1134.0345,0.29717886,1447.4043787049873,0.22787704017251825,3
2,3751.0,1071.9163,0.28576812,1429.3366589965626,0.22444616890987895,3
2,2618.0,748.147,0.28577042,920.4085135244749,0.20221223335590588,3
2,1846.0,527.53796,0.28577355,591.5404062254968,0.1800135909942314,3
2,604.0,172.62048,0.2857955,121.3117471010741,0.10422479871566158,3
2,4898.0,1399.6864,0.28576693,1966.1353572529447,0.24057739986000576,3
2,1549.0,442.66644,0.28577563,470.5992737986299,0.16862585234483066,3
2,3040.0,868.73883,0.28576934,1106.9282697453543,0.21152400878479385,3
2,2448.0,699.56726,0.28577095,846.4847106001129,0.1979941652223976,3
2,13048.0,3728.654,0.28576443,6088.892744610745,0.2975328710251245,3
2,1705.0,487.24542,0.28577444,533.6588346528124,0.17487634272602007,3
2,2270.0,648.70154,0.2857716,769.9242415170322,0.19322485828480634,3
2,2816.0,804.728,0.2857699,1007.4161271869442,0.2067680773885032,3
2,12444.0,3556.0532,0.2857645,5771.619090938678,0.2948515467784659,3
2,8251.0,2357.8496,0.28576532,3612.90107656516,0.2713064313726379,3
2,3780.0,1080.2034,0.2857681,1442.6748306292257,0.2249160053174513,3
2,2260.0,645.8438,0.2857716,765.6503181101033,0.19294506284698384,3
2,2128.0,608.12317,0.28577217,709.5197810037657,0.189121086960755,3
2,6014.0,1718.5979,0.28576618,2503.4498181384656,0.2527931032361704,3
2,2775.0,793.0118,0.28577,989.3230834622747,0.20585360861681878,3
2,5112.0,1460.8397,0.28576678,2068.146848831539,0.2431359097940131,3
2,2236.0,638.9855,0.28577167,755.4048633379804,0.192268012010782,3
2,564.0,161.18997,0.28579783,108.47068555014104,0.0992947782863536,3
2,3855.0,1101.6356,0.285768,1477.2323995722413,0.22611344620258933,3
2,4600.0,1314.529,0.2857672,1824.9831581109734,0.23680866124765465,3
2,2646.0,756.1483,0.28577033,932.6550894960973,0.2028785895273451,3
2,9440.0,2697.6216,0.285765,4216.152092295598,0.2790811560538889,3
2,151.0,43.169888,0.2858933,0.0,0.0,3
2,15960.0,4560.796,0.28576416,7635.784413422417,0.3088546757300236,3
2,951.0,271.7802,0.28578362,241.14603148175914,0.13600286518143437,3
2,616.0,176.04964,0.28579485,125.21156918544926,0.1056334828636012,3
2,2000.0,571.5455,0.28577274,655.6250410352412,0.1851598474655608,3
2,2422.0,692.13745,0.28577104,835.246238534461,0.19732130029420067,3
2,2113.0,603.8366,0.28577217,703.1759519520024,0.18867036907573015,3
2,203.0,58.029556,0.28585988,8.854718026971936,0.020789011824610244,3
2,7258.0,2074.087,0.28576562,3115.824180750899,0.263842912422287,3
2,3052.0,872.16797,0.2857693,1112.2897898400909,0.21176808921848703,3
2,19466.0,5562.6807,0.28576392,9529.766957118165,0.31990129993267696,3
2,4721.0,1349.1064,0.28576708,1882.1658998555513,0.23836947559152386,3
2,552.0,157.7608,0.28579855,104.66801275564065,0.09773970354148932,3
2,3068.0,876.74036,0.28576934,1119.4429418634518,0.21209190958840238,3
2,153.0,43.74141,0.28589156,0.0,0.0,3
2,6048.0,1728.3135,0.28576612,2520.013014719098,0.2531263044440636,3
2,9184.0,2624.4663,0.28576505,4085.5914646661304,0.277498318568238,3
2,6314.0,1804.3267,0.28576604,2649.952560535116,0.25566652163736325,3
2,8064.0,2304.4116,0.28576532,3518.792513786953,0.2699763174297532,3
2,12236.0,3496.6147,0.28576452,5662.676446704566,0.29389627370378835,3
2,3791.0,1083.3469,0.28576812,1447.7376919957915,0.22509323307729331,3
2,3744.0,1069.916,0.28576818,1426.1191651711465,0.2243321939046745,3
2,2500.0,714.42694,0.28577077,869.0163760759691,0.19931707337466265,3
2,4274.0,1221.3704,0.28576753,1671.858984044834,0.23237494066159575,3
2,1441.0,411.80408,0.2857766,427.60918128043835,0.16388361720329192,3
2,1728.0,493.818,0.2857743,543.0455777906733,0.1757451244066084,3
2,7908.0,2259.833,0.28576544,3440.456433355056,0.2688414962494757,3
2,76770.0,21938.04,0.28576317,42603.23042685539,0.3935674103213352,3
2,3275.0,935.89325,0.28576893,1212.4524246648657,0.21612487672751346,3
2,7805.0,2230.3994,0.28576547,3388.821985780433,0.2680791181213597,3
2,6909.0,1974.3557,0.28576577,2942.7736312651496,0.26095917930198653,3
2,3530.0,1008.7627,0.28576848,1328.1472206124556,0.22073260776129447,3
2,3243.0,926.7489,0.28576902,1198.0191508528737,0.21551962077494374,3
2,4486.0,1281.9521,0.28576732,1771.277589212053,0.23529747919147098,3
2,3572.0,1020.7649,0.28576845,1347.3141668634103,0.22145719530842095,3
2,1390.0,397.23016,0.2857771,407.51440051167907,0.1615079275400415,3
2,1558.0,445.23828,0.28577554,474.20729286797484,0.16900467428967483,3
2,309.0,88.32043,0.28582662,34.02595967839565,0.054289765756206886,3
2,5300.0,1514.563,0.2857666,2158.186290766088,0.2452910802670048,3
2,7500.0,2143.2415,0.28576553,3236.3441794157457,0.26575743824373044,3
2,3077.0,879.31213,0.2857693,1123.469009101358,0.2122732618808168,3
2,2339.0,668.41907,0.2857713,799.4950960379329,0.19511998505913195,3
2,429.0,122.61198,0.2858088,67.20585912252032,0.07922750972951857,3
2,425.0,121.46893,0.28580925,66.03965989684173,0.07852918650740136,3
2,2171.0,620.4109,0.28577194,727.7451681494483,0.19039425315599237,3
2,2120.0,605.83704,0.28577217,706.1355028314059,0.18888113848036703,3
2,3331.0,951.89594,0.2857688,1237.7575508267887,0.21716898093590975,3
2,845.0,241.48936,0.28578624,203.1722488727688,0.1278709176613107,3
2,6754.0,1930.0623,0.2857658,2866.2164179963975,0.25962844336088825,3
2,3683.0,1052.4844,0.2857682,1398.1146000977296,0.22332906151608758,3
2,2414.0,689.8513,0.28577104,831.7920151882074,0.19711270430321623,3
2,200000.0,57152.605,0.28576303,118126.91157604626,0.44273528835886944,3
2,212.0,60.60143,0.2858558,10.786856288050812,0.02433683407328882,3
2,154.0,44.027176,0.28589076,0.0,0.0,3
2,4310.0,1231.6578,0.28576747,1688.6986362022726,0.23288200119634583,3
2,1332.0,380.65588,0.2857777,384.83241991641887,0.15868800400582456,3
2,845.0,241.48936,0.28578624,203.1722488727688,0.1278709176613107,3
2,2825.0,807.2999,0.28576988,1011.3929948572218,0.20696691563898123,3
2,633.0,180.90762,0.28579402,130.7720935228624,0.10757789506840829,3
2,910.0,260.0639,0.2857845,226.33625624153316,0.13298147548186662,3
2,3390.0,968.7559,0.28576872,1264.481636030747,0.21824883689160443,3
2,1368.0,390.94333,0.2857773,398.88899696820545,0.16045363814386826,3
2,11330.0,3237.7136,0.28576466,5190.156360141317,0.28952542562439126,3
2,3284.0,938.46497,0.28576887,1216.5153964832662,0.21629396594844094,3
2,837.0,239.20328,0.28578648,200.34942172397785,0.12721218573760243,3
2,3931.0,1123.3536,0.2857679,1512.3403395947616,0.22730163517240598,3
2,705.0,201.48251,0.2857908,154.75914098699303,0.1152171750119358,3
2,1660.0,474.38608,0.28577474,515.3582061538502,0.173139183436988,3
2,1733.0,495.24683,0.2857743,545.0890777035069,0.17593233015159251,3
2,3692.0,1055.0562,0.28576818,1402.2425543714328,0.22347816215746,3
2,4038.0,1153.9303,0.2857678,1561.9182138856336,0.22893352314963336,3
2,1205.0,344.36398,0.28577924,335.8488856566005,0.15201555354714935,3
2,12242.0,3498.329,0.28576452,5665.816891927313,0.29392407391898795,3
3,7019.0,2039.3597,0.29054847,2241.5230560377213,0.25847289193508605,2
3,2390.0,682.99304,0.28577116,593.7400190732981,0.19242659141710278,2
3,4605.0,1315.9579,0.2857672,1352.233105520669,0.23262317182359585,2
3,6270.0,1791.753,0.28576604,1965.345660582851,0.25091052496118305,2
3,14900.0,4257.887,0.28576425,5433.396865177784,0.30039741179037815,2
3,2811.0,803.2992,0.2857699,730.9621015965477,0.20255357497730248,2
3,2926.0,836.1619,0.2857696,769.1306629186544,0.2050368662001423,2
3,4623.0,1321.1016,0.28576717,1358.7018820763706,0.2328566749031007,2
3,3955.0,1130.212,0.28576788,1121.428642275374,0.2234664774727773,2
3,1980.0,565.8302,0.28577283,464.47790813682974,0.18051579773770038,2
3,1055.0,301.49957,0.2857816,195.23963399650765,0.1392504333627391,2
3,2575.0,735.85913,0.28577054,653.5298289620224,0.19709600341243763,2
3,5675.0,1621.724,0.28576633,1743.0708150057942,0.24504304816420602,2
3,27032.0,7724.7627,0.28576365,10721.259530312585,0.3331397779321782,2
3,5368.0,1533.9949,0.28576654,1629.69214620949,0.24175372680410645,2
3,890.0,254.34866,0.28578502,151.9630252795281,0.1276850532769203,2
3,8074.0,2307.2693,0.28576532,2656.7188580234124,0.26562787056273507,2
3,1582.0,452.0966,0.28577533,344.12185355464544,0.1660687356194683,2
3,8108.0,2316.9854,0.28576535,2669.970012450573,0.265870530072084,2
3,2851.0,814.72974,0.28576982,744.2068145927614,0.20342951449175162,2
3,2297.0,656.4171,0.2857715,564.0095065717044,0.18992966226277533,2
3,6685.0,1910.345,0.2857659,2122.2004314875285,0.25466248712139516,2
3,606.0,173.192,0.2857954,82.85977147863589,0.10080422068514082,2
3,8736.0,2496.4446,0.28576517,2916.0285776514047,0.2701682172851443,2
3,1440.0,411.51828,0.2857766,302.66520869292077,0.15993066251636595,2
3,4083.0,1166.7897,0.28576773,1166.4294348781605,0.22539122400893868,2
3,15423.0,4407.341,0.28576416,5653.714921656907,0.3023205965650757,2
3,2016.0,576.1177,0.28577265,475.6309874502012,0.18166406095736762,2
3,8136.0,2324.9868,0.28576535,2680.888362049807,0.26606956457789166,2
3,213.0,60.88719,0.28585535,6.428415419879924,0.021358514280447355,2
3,910.0,260.0639,0.2857845,157.10255115976264,0.1292072559471396,2
3,1871.0,534.68207,0.28577343,430.9626212391955,0.1768961584029,2
3,5070.0,1448.8374,0.28576675,1520.5600596030333,0.23836318198880763,2
3,3439.0,982.7583,0.28576863,942.5163637909465,0.21496686159089426,2
3,4228.0,1208.2251,0.28576753,1217.6824207976204,0.22749508420326633,2
3,1696.0,484.67358,0.28577453,378.0052514388611,0.17057788286639544,2
3,1952.0,557.82886,0.28577298,455.83161735163645,0.17960697270259807,2
3,9888.0,2825.6436,0.28576493,3373.3397764913675,0.27726266125582405,2
3,9635.0,2753.3455,0.28576496,3272.2875927757323,0.27578238324987414,2
3,1440.0,411.51828,0.2857766,302.66520869292077,0.15993066251636595,2
3,23360.0,6675.442,0.28576377,9087.214736470547,0.3252024094435799,2
3,563.0,160.90422,0.2857979,73.15499689934163,0.09553013155187746,2
3,1118.0,319.50262,0.28578052,212.24894655812727,0.14315138432706273,2
3,4317.0,1233.6581,0.28576744,1249.2814297516936,0.22874856718876801,2
3,3729.0,1065.6296,0.2857682,1042.5578759296409,0.21989941157022505,2
3,871.0,248.91917,0.2857855,147.10976122766823,0.1262037655855366,2
3,2840.0,811.58624,0.2857698,740.5611734162021,0.20318994997815262,2
3,5422.0,1549.426,0.2857665,1649.566741643741,0.2423465997349324,2
3,1768.0,505.2485,0.28577405,399.66072922852317,0.17325935488758515,2
3,2067.0,590.6916,0.2857724,491.4998629744554,0.1832533577340353,2
3,606.0,173.192,0.2857954,82.85977147863589,0.10080422068514082,2
3,423.0,120.89739,0.28580943,43.40481946281448,0.07462210550798731,2
3,3406.0,973.32806,0.28576866,931.220123944532,0.2143774752684746,2
3,1608.0,459.5264,0.28577513,351.8043480745085,0.1671275056726013,2
3,2698.0,771.00793,0.28577018,693.7313495853481,0.200004607592782,2
3,7359.0,2102.9487,0.28576556,2379.8428871216197,0.2602578292276879,2
3,39840.0,11384.814,0.2857634,16579.33511539452,0.3539715429790064,2
3,8814.0,2518.734,0.28576514,2946.756966258548,0.2706790346322415,2
3,3069.0,877.026,0.2857693,816.9660869287986,0.20798227783864706,2
3,63072.0,18023.658,0.28576323,27631.445700192227,0.3782067892404823,2
3,176.0,50.31397,0.2858748,1.4171501847443455,0.005653641680311101,2
3,1724.0,492.67493,0.28577432,386.40403546219136,0.17163507715995355,2
3,9826.0,2807.926,0.2857649,3348.5452984060225,0.27690364531260797,2
3,729.0,208.34085,0.2857899,111.81743199518073,0.11386304265181653,2
3,1808.0,516.6791,0.2857738,411.77272842921013,0.17469832451150258,2
3,2363.0,675.27747,0.28577125,585.0853305437387,0.19171262326549682,2
3,5624.0,1607.1501,0.2857664,1724.171595193153,0.24450993592097406,2
3,2813.0,803.87067,0.28576988,731.6234908988151,0.20259767007166402,2
3,4300.0,1228.8,0.28576747,1243.2375882048755,0.22851128341915783,2
3,920.0,262.92157,0.2857843,159.68388164855975,0.129954620286274,2
3,9718.0,2777.0635,0.28576493,3305.402195437296,0.2762724776825748,2
3,7029.0,2008.6471,0.2857657,2253.2681430557104,0.25758949588503355,2
3,933.0,266.63647,0.285784,163.05095063707464,0.13091294357972105,2
3,1988.0,568.11633,0.2857728,466.95284142332497,0.18077290784789446,2
3,8957.0,2559.598,0.28576508,3003.1844498906084,0.27160321632242956,2
3,1000.0,285.7826,0.2857826,180.6004302507762,0.13563016236146172,2
3,177.0,50.599724,0.28587416,1.5439514180069804,0.0061261542997056466,2
3,6975.0,1993.2161,0.28576574,2232.6331002812444,0.2571402285853036,2
3,5149.0,1471.4128,0.28576672,1549.3991301399185,0.23928231847233555,2
3,5555.0,1587.4325,0.28576642,1698.642423296256,0.2437804238783219,2
3,4797.0,1370.8245,0.28576705,1421.433075542827,0.2350650760181035,2
3,2509.0,716.9987,0.2857707,632.103614753071,0.19547289658132977,2
3,2204.0,629.8412,0.28577188,534.5103738415123,0.18732110687861736,2
3,6776.0,1936.3491,0.2857658,2156.782697519248,0.2554520871915951,2
3,3790.0,1083.0612,0.28576812,1063.7704647188968,0.2208845576766063,2
3,1699.0,485.5308,0.28577444,378.9037101807769,0.17069204192613852,2
3,31518.0,9006.694,0.2857635,12747.810603951515,0.3414294394692245,2
3,154.0,44.027176,0.28589076,0.0,0.0,2
3,770.0,220.05713,0.28578848,121.81979604283569,0.11768120672596447,2
3,200.0,57.17227,0.28586137,4.596348836628569,0.016222112469420343,2
3,3141.0,897.6008,0.28576913,841.2015020913436,0.20940995256879147,2
3,2820.0,805.87103,0.28576988,733.9392119205862,0.2027518209704872,2
3,1954.0,558.4004,0.28577298,456.4483969170984,0.1796723651013275,2
3,154.0,44.027176,0.28589076,0.0,0.0,2
3,7056.0,2016.3628,0.2857657,2263.593851801795,0.25781275669355613,2
3,2178.0,622.41125,0.28577194,526.3061472624515,0.18657049929728886,2
3,7346.0,2099.2341,0.28576562,2374.8414636264465,0.26015514199499584,2
3,606.0,173.192,0.2857954,82.85977147863589,0.10080422068514082,2
3,2961.0,846.1637,0.28576958,780.801017861008,0.20577184227350928,2
3,7616.0,2176.39,0.28576547,2478.960917628526,0.2622493697349479,2
4,2123.0,575.0614,0.27087206,536.2565048287343,0.19156488943640773,2
4,521.0,148.90218,0.28580073,70.00383007793657,0.09896330041187301,2
4,4146.0,1184.7926,0.28576764,1236.7022927095863,0.2368712255569672,2
4,1976.0,564.68726,0.2857729,486.24440970373485,0.19039109584985672,2
4,2034.0,581.2615,0.2857726,504.8976530538929,0.19225553785222937,2
4,1118.0,319.50262,0.28578052,225.29393893938675,0.15273816067723311,2
4,380.0,108.6096,0.28581473,39.38838292661742,0.0754111744261565,2
4,2434.0,695.56665,0.285771,636.1872178136621,0.20373015472978004,2
4,2864.0,818.4446,0.28576976,781.789873635375,0.21399079805121735,2
4,2340.0,668.7049,0.2857713,604.9442093948427,0.2012267757410345,2
4,3855.0,1101.6356,0.285768,1131.1287239688686,0.23241739081874485,2
4,7611.0,2174.961,0.28576547,2564.735420446134,0.27322785041055114,2
4,2652.0,757.86285,0.2857703,709.4792078651349,0.2091560913619013,2
4,3740.0,1068.773,0.28576818,1089.7478674423144,0.23055720402180707,2
4,3957.0,1130.7834,0.28576785,1167.996084694214,0.2340182579287413,2
4,5292.0,1512.2771,0.28576666,1662.9664222545066,0.25164878550317193,2
4,1440.0,411.51828,0.2857766,319.45227361665667,0.16970227589812537,2
4,6975.0,1993.2161,0.28576574,2313.0824500576055,0.26809021261657245,2
4,9195.0,2627.6096,0.28576505,3203.103584725561,0.28426856928553695,2
4,333.0,95.17874,0.28582203,30.042328000447494,0.06529316864644585,2
4,8757.0,2502.4456,0.28576517,3025.0607812614544,0.2814300859713627,2
4,3923.0,1121.0674,0.28576788,1155.6901181715164,0.2334895833910494,2
4,294.0,84.03398,0.28582987,22.696860175390142,0.05559424953078469,2
4,926.0,264.63617,0.2857842,172.04694405199297,0.13984863705980538,2
4,477.0,136.3286,0.28580418,60.087263733100016,0.09246429750694124,2
4,3728.0,1065.3438,0.28576818,1085.441502547274,0.23035958805862108,2
4,2519.0,719.85645,0.2857707,664.6293868488881,0.20590574657131536,2
4,7768.0,2219.826,0.28576544,2627.2966036213993,0.2744261367942759,2
4,14707.0,4202.735,0.28576425,5520.47433954724,0.3111937734699305,2
4,9162.0,2618.1794,0.28576505,3189.651514340972,0.28405974466090916,2
4,129623.0,37041.465,0.28576306,62356.85111620049,0.4286283396479726,2
4,2101.0,600.40753,0.28577226,526.5735984300053,0.1943390684734795,2
4,1818.0,519.5366,0.28577372,435.98204610576204,0.18499551384767185,2
4,3955.0,1130.212,0.28576788,1167.271727105615,0.23398730240903046,2
4,4590.0,1311.6714,0.2857672,1399.986885699612,0.2430606879640422,2
4,2431.0,694.7093,0.28577098,635.1866300161253,0.20365186890241035,2
4,4228.0,1208.2251,0.28576753,1266.6647955772573,0.23806607469902574,2
4,4606.0,1316.2437,0.2857672,1405.917488427696,0.24327164278209645,2
4,5313.0,1518.278,0.2857666,1670.9162678503722,0.2518866343890329,2
4,924.0,264.0646,0.2857842,171.50587774967744,0.13969937219347775,2
4,3288.0,939.6082,0.28576893,929.1435988665711,0.22260114317281404,2
4,1460.0,417.23355,0.2857764,325.47016049231615,0.17061578183612697,2
4,19300.0,5515.243,0.2857639,7531.489845950179,0.3264746734730334,2
4,2571.0,734.71606,0.28577054,682.1154034784024,0.20719807278912736,2
4,9585.0,2739.0571,0.28576496,3362.535414076563,0.2866781893688192,2
4,23057.0,6588.8555,0.28576377,9215.39655833352,0.3363654956286218,2
4,2864.0,818.4446,0.28576976,781.789873635375,0.21399079805121735,2
4,3850.0,1100.2068,0.285768,1129.3253498387112,0.23233773434533922,2
4,2414.0,689.8513,0.28577104,629.5209481790866,0.2032063462182306,2
4,19100.0,5458.0913,0.28576395,7442.744923873662,0.32589276923350463,2
4,3000.0,857.30835,0.28576946,828.6750254963611,0.2168939280882151,2
4,338.0,96.60755,0.28582117,31.01224093882429,0.0664435160348361,2
4,3365.0,961.61194,0.28576878,956.2611336730995,0.22403637601772478,2
4,1830.0,522.96576,0.28577363,439.7699557350741,0.1854228029380569,2
4,1308.0,373.79758,0.28577796,280.20405639689443,0.16330372180789968,2
4,9408.0,2688.477,0.285765,3290.0756235030285,0.2855976942023168,2
4,4830.0,1380.2545,0.285767,1489.2669285470254,0.24614551902725917,2
4,2878.0,822.44525,0.28576973,786.5989064074818,0.21429642261869253,2
4,495.0,141.47232,0.28580266,64.10796748369275,0.0952005202359648,2
4,4623.0,1321.1016,0.28576717,1412.2221996828391,0.24349492537648496,2
4,4544.0,1298.5261,0.2857672,1382.9537971170803,0.24244979007058165,2
4,5000.0,1428.8341,0.2857668,1552.9102340141053,0.24823331307161536,2
4,864.0,246.91885,0.2857857,155.4176088056823,0.1350487140244095,2
4,1637.0,467.81354,0.28577492,379.47885867388317,0.17815243879979836,2
4,9870.0,2820.4995,0.2857649,3479.5559189157807,0.28837439842169404,2
4,4541.0,1297.669,0.28576723,1381.8437869324296,0.2424097185122292,2
4,2850.0,814.44385,0.28576976,776.9849365692836,0.21368356352716472,2
4,7194.0,2055.7979,0.28576562,2399.405022159863,0.2699134654281937,2
4,2943.0,841.0199,0.28576958,808.9791179229763,0.21569474032144526,2
4,4962.0,1417.9751,0.28576684,1538.6558893585425,0.24777326003565692,2
4,563.0,160.90422,0.2857979,79.73435599565555,0.10462126642496226,2
4,9086.0,2596.4617,0.2857651,3158.6939817565085,0.28357576560740677,2
4,2475.0,707.28284,0.28577083,649.8842324022057,0.20478958313948678,2
4,179.0,51.171253,0.28587294,3.892116209348441,0.015341630107427926,2
4,5360.0,1531.7086,0.28576654,1688.7250069381166,0.2524153265773589,2
